id,zipcode,lot-len,lot-width,lot-area,house-area,garden-size,balcony,x-coor,y-coor,buildyear,bathrooms,taxvalue,retailvalue,energy-eff,monument
9650,3520,57.5,12.6,725,90,637,1,2074,5486,1976,1,172800,229000,0,0
9651,3520,53.1,17.7,940,143,888,1,2078,5392,1979,2,236800,304000,0,1
9652,3520,55.3,15.8,873,120,777,0,2417,5261,1982,1,213000,281000,0,1
9653,3520,19.8,11.7,232,127,134,0,2031,5037,1976,2,121000,165000,0,0
9654,3520,23.3,15.1,352,106,284,0,2158,5045,1970,1,126400,175000,0,0
9655,3520,53.7,18.5,993,100,921,1,2415,5437,1982,1,219000,290000,0,0
9656,3520,6.3,18.9,119,100,35,0,2473,5389,1973,1,87900,143000,0,0
9657,3520,21.9,15.1,331,113,255,1,2058,5092,1980,1,127500,175000,0,0
9658,3520,27.8,14.4,400,159,323,1,2177,5281,1974,2,165400,222000,0,0
9659,3520,79.6,11.9,947,83,887,0,2424,5495,1971,1,201900,269000,0,0
9660,3520,18.2,15.9,290,99,210,1,2070,5186,1978,1,112900,161000,0,0
9661,3520,18.9,18.5,349,133,295,1,2013,5040,1974,1,142200,189000,0,0
9662,3525,48.3,10.3,497,174,422,1,2680,5541,1983,1,184000,233000,0,0
9663,3525,77.7,10,777,96,681,1,2980,5658,1985,1,179200,209000,1,0
9664,3525,25.5,19.4,494,117,421,0,2793,5513,2002,1,149300,189000,1,0
9665,3525,31.8,14.1,448,189,368,0,2671,5862,1998,1,185600,221000,0,0
9666,3525,43.8,10,438,177,358,1,2490,5534,1983,1,176900,234000,0,0
9667,3525,33,14.6,482,111,407,1,2657,5811,2003,1,143900,176000,1,1
9668,3525,17.4,12.6,219,125,124,0,2975,5668,1980,1,112900,136000,0,0
9669,3525,12.8,12.5,160,166,104,1,2860,5942,1985,1,128600,146000,0,0
9670,3525,25.9,12.4,321,170,271,0,2975,5972,2004,2,155200,171000,0,0
9671,3525,29.1,18.5,538,199,473,1,2682,5586,1991,1,205100,255000,0,1
9672,3525,45.9,16.2,743,166,649,0,2621,5682,1986,2,216100,266000,0,0
9673,3525,32.3,14,452,146,379,0,2964,5694,1994,2,160400,186000,0,1
9674,3525,32.3,10.4,336,91,247,1,2781,5791,1982,1,110000,137000,1,0
9675,3525,13.7,14.5,198,182,138,1,2401,5919,1985,1,143900,186000,0,0
9676,3525,33.7,19.9,671,159,599,0,2960,5590,1988,1,201100,237000,0,0
9677,3525,21.5,16.1,346,162,253,1,2661,5524,1989,2,154100,204000,0,0
9678,3525,17.5,19.7,345,180,272,0,2601,5677,2005,2,164800,212000,0,0
9679,3525,41.2,19.4,799,195,718,0,2862,5704,1998,2,241900,283000,0,0
9680,3528,7.4,18.6,137,110,78,1,2374,5971,1995,1,86600,128000,0,0
9681,3528,8.1,16.1,130,112,38,1,2396,5079,2000,1,86700,135000,1,0
9682,3528,9.8,12.4,121,104,58,1,2514,5601,2005,1,80600,129000,1,0
9683,3528,8.9,15.7,140,113,81,1,2637,5831,1996,1,88800,129000,0,0
9684,3528,12.8,11.4,146,103,87,1,2344,5541,2005,1,83700,135000,1,0
9685,3528,5.8,19.1,110,83,26,1,2618,5628,1996,1,66300,109000,1,0
9686,3528,10.4,13.3,138,81,88,1,2800,5786,2003,1,69300,104000,1,0
9687,3528,9.2,15.4,142,110,68,1,2423,5682,2002,1,87300,137000,1,0
9688,3528,6.4,18.2,116,84,30,1,2333,5795,1998,1,67800,110000,1,0
9689,3528,9.1,13.8,126,84,53,1,2758,5539,1997,1,69300,111000,1,0
9690,3528,10.1,12.2,123,95,41,1,2382,5719,2003,1,75500,122000,1,0
9691,3528,6.9,18.2,125,85,27,1,2618,5723,1996,1,69800,111000,1,0
9692,3528,10,14.7,147,117,68,1,2306,5915,2001,1,92300,135000,1,0
9693,3528,11.3,11.2,126,96,75,1,2309,5888,2003,1,76500,117000,1,0
9694,3528,7.5,14.7,110,114,55,1,2352,5997,2005,1,84900,125000,1,0
9695,3528,7.4,16.7,124,93,35,1,2646,5586,1999,1,74400,119000,1,0
9696,3528,8.3,13.7,114,110,49,1,2348,5524,1996,1,83100,135000,0,0
9697,3528,10.8,13.6,147,109,54,1,2709,5840,1997,1,87500,126000,0,0
9698,3528,10.2,11.6,118,108,37,1,2376,5946,2002,1,82500,124000,1,0
9699,3528,12.3,12.1,149,90,69,1,2449,5851,2000,1,76400,119000,1,0
9700,3800,70.7,10.7,757,160,666,2,2732,5111,2005,2,239600,290000,1,0
9701,3800,32.9,16.8,553,218,462,1,2754,5042,2005,2,243800,292000,0,1
9702,3800,87.8,12.4,1089,190,995,1,2986,5245,2001,2,307400,363000,0,1
9703,3800,34.8,16.9,588,210,488,1,2846,5475,2001,2,244200,300000,0,0
9704,3800,57.6,15.3,881,242,796,1,2912,5410,1992,2,307400,372000,0,0
9705,3800,38.3,18.5,709,197,645,1,2944,5134,2003,2,254600,300000,0,0
9706,3800,50.2,13.1,658,126,603,1,2765,5408,2005,2,204300,260000,1,0
9707,3800,90.5,12.8,1159,198,1063,0,2682,5444,1990,1,322700,397000,0,0
9708,3800,30.8,18.9,582,130,527,0,2952,5327,1993,1,195300,240000,0,1
9709,3800,81.5,12.7,1035,157,951,0,2964,5144,1993,1,279500,328000,0,0
9710,3800,69.7,12.2,850,166,778,1,2967,5259,2002,2,257100,307000,0,0
9711,3800,84.4,11.7,987,245,931,0,2605,5151,1993,1,325100,395000,0,0
9712,3800,55,11.5,633,229,578,1,2791,5309,1990,2,262400,322000,0,0
9713,3800,63.2,12.4,784,187,730,2,2744,5316,2008,1,259800,321000,0,1
9714,3800,69.7,11.6,808,146,731,0,2940,5456,2008,1,238800,290000,1,0
9715,3800,75.1,10.6,796,136,704,1,2964,5259,1997,1,231000,277000,0,0
9716,3800,58.5,20,1169,124,1081,1,2662,5261,1998,1,279800,345000,0,0
9717,3800,75.3,10.8,813,167,718,1,2927,5485,2005,1,252200,305000,1,0
9718,3800,87.1,12.3,1071,229,995,0,3000,5347,1994,2,328100,390000,0,0
9719,3800,51.6,13,671,195,619,2,2805,5307,1999,2,247700,305000,0,0
9720,3800,68.5,10.8,740,246,679,1,2790,5024,2009,1,288600,341000,0,0
9721,3520,34.1,17.6,600,109,501,1,2204,5029,1971,1,165400,216000,0,0
9722,3520,49.4,10.2,504,131,431,1,2408,5186,1985,1,164200,224000,0,0
9723,3520,8.6,19.6,169,91,88,1,2374,5476,1975,1,90000,145000,0,0
9724,3520,34.9,18.7,652,146,584,0,2172,5344,1977,1,195400,258000,0,0
9725,3520,48.3,19.5,941,82,873,0,2206,5088,1983,1,200400,258000,1,0
9726,3520,35,10.6,371,107,308,0,2100,5295,1971,1,129900,184000,0,0
9727,3520,62.9,14.6,919,160,858,1,2251,5005,1970,2,243900,307000,0,1
9728,3520,13.9,18,250,138,177,0,2378,5211,1976,2,130300,189000,0,0
9729,3520,17.2,11.6,199,122,123,1,2238,5317,1974,1,113100,168000,0,0
9730,3520,43.8,14.1,617,158,549,1,2084,5406,1979,1,197400,259000,0,0
9731,3520,67.5,12.3,830,101,774,0,2433,5065,1978,1,195100,255000,0,0
9732,3520,87.7,10.6,930,112,869,1,2170,5022,1979,1,216700,274000,0,0
9733,3520,15.8,11.3,179,83,118,0,2373,5166,1975,1,86700,137000,0,0
9734,3520,8.1,14.4,116,108,58,1,2478,5076,1970,1,92200,139000,0,0
9735,3520,44.6,13,580,110,523,1,2227,5267,1977,1,163000,220000,0,0
9736,3520,42.4,12.8,543,82,447,0,2217,5155,1970,1,140700,192000,0,0
9737,3520,60.9,13.7,835,160,749,0,2491,5240,1975,1,231300,299000,0,0
9738,3520,50.9,16.2,825,143,737,0,2060,5371,1984,1,219600,283000,0,0
9739,3520,40.6,17.8,722,106,647,1,2454,5367,1982,1,181900,247000,0,1
9740,3520,44.2,15.8,699,125,639,0,2390,5470,1985,1,189900,256000,0,0
9741,3525,64.3,12.9,829,185,771,1,2780,5635,1987,1,240400,288000,0,1
9742,3525,67.7,12.9,873,112,796,0,2525,5864,1994,1,203200,247000,0,0
9743,3525,10.2,14.8,151,155,52,0,2512,5925,1999,1,120700,154000,0,0
9744,3525,80.2,10.6,850,196,764,1,2728,5808,1999,1,250100,294000,0,0
9745,3525,31.6,12.9,408,185,345,1,2601,5633,1984,2,177200,224000,0,0
9746,3525,56.6,15.8,894,129,818,1,2714,5575,1990,2,216500,267000,0,0
9747,3525,27.9,12.9,360,92,276,1,2592,5682,1982,1,114200,155000,1,1
9748,3525,15,12.2,183,94,116,1,2985,5509,1988,1,88900,115000,1,0
9749,3525,26,11.8,307,191,211,0,2558,5812,1985,2,165700,209000,0,0
9750,3525,43.5,17.3,752,141,675,0,2533,5754,1980,2,202400,251000,0,1
9751,3525,35.9,18.1,650,133,550,0,2890,5850,1994,2,182300,207000,0,1
9752,3525,81.3,10.3,837,114,783,0,2563,5698,1993,1,199000,248000,0,0
9753,3525,29.3,10.5,308,139,210,1,2629,5739,1992,1,134600,174000,0,0
9754,3525,12.5,17.9,224,99,131,1,2877,5673,2002,1,98000,123000,1,0
9755,3525,45.3,13.6,616,163,566,0,2672,5822,2000,2,195200,233000,0,0
9756,3525,51,10.5,536,112,476,0,2622,5749,2002,1,152600,190000,1,0
9757,3525,54.8,10.3,564,105,494,0,2568,5829,1981,1,152600,189000,0,0
9758,3525,23.4,18.6,436,174,358,1,2537,5627,2000,1,174800,225000,0,0
9759,3525,27.5,13.9,382,168,285,1,2484,5888,1993,1,163100,206000,0,0
9760,3525,24.3,13.8,335,192,273,0,2698,5690,1996,2,170500,214000,0,0
9761,3528,10.4,13.6,142,98,48,1,2786,5356,1997,1,80100,125000,0,0
9762,3528,6.3,18,114,113,34,1,2708,5604,1996,1,84900,128000,0,0
9763,3528,8.3,16.2,134,81,68,1,2761,5638,1999,1,68700,108000,1,0
9764,3528,10.6,11.4,121,90,46,1,2775,5662,2002,1,72200,111000,1,0
9765,3528,12.5,11.1,139,103,54,1,2445,5648,2002,1,82700,132000,1,0
9766,3528,7.4,15.4,114,94,55,1,2622,5579,1997,1,73500,118000,1,0
9767,3528,11.3,12.7,143,83,52,1,2351,5705,2005,1,71300,117000,1,0
9768,3528,7.3,16.2,119,92,27,1,2466,5668,1999,1,73100,120000,1,0
9769,3528,5.9,19.4,115,117,65,1,2453,5737,1998,1,87500,134000,0,0
9770,3528,6.3,18.6,118,107,48,1,2575,5641,2003,1,81900,127000,1,0
9771,3528,11.3,11.2,127,95,75,1,2743,5795,2003,1,76100,113000,1,0
9772,3528,7.5,18,135,95,49,1,2616,5833,1997,1,77300,117000,1,0
9773,3528,7.9,16.1,127,111,74,1,2637,5875,1998,1,85700,124000,0,0
9774,3528,8.6,15.4,133,90,48,1,2597,5528,2000,1,74000,121000,1,0
9775,3528,9.9,15,149,84,64,1,2356,5833,1999,1,72800,116000,1,0
9776,3528,8.4,17.4,147,81,76,1,2503,5601,1998,1,70700,118000,1,0
9777,3528,12.5,11,137,86,74,1,2385,5907,1999,1,72200,114000,1,0
9778,3528,13.5,10.6,143,117,69,1,2386,5920,2000,1,91700,136000,1,0
9779,3528,7.9,18.5,147,114,57,1,2411,5797,2000,1,90500,138000,1,0
9780,3528,7.1,19.6,139,117,87,1,2477,5680,2000,1,91100,140000,1,0
9781,3800,30.9,18.3,565,248,501,1,2816,5244,1990,1,263600,320000,0,0
9782,3800,64.8,15.4,998,152,919,2,2726,5297,2007,1,270900,334000,1,1
9783,3800,30.8,18.6,572,171,513,1,2728,5366,1996,1,218400,276000,0,0
9784,3800,55.4,19,1052,234,952,2,2647,5300,2001,2,328200,403000,0,1
9785,3800,35,19.3,675,202,588,0,2714,5487,2004,1,252500,314000,0,0
9786,3800,64,13.7,877,149,822,1,2714,5131,2004,1,251000,305000,0,0
9787,3800,50.5,15.2,767,234,699,2,2943,5128,1996,1,285500,335000,0,1
9788,3800,82,12.2,1000,179,909,1,2665,5426,2008,1,287400,358000,0,1
9789,3800,37.6,13.6,512,148,415,1,2615,5451,1999,1,195600,254000,0,0
9790,3800,45.9,18.1,830,218,772,1,2715,5285,2004,2,285300,350000,0,0
9791,3800,67.3,14.6,983,215,889,2,2644,5349,1992,1,306500,380000,0,0
9792,3800,48.4,16.6,803,229,711,1,2908,5376,1994,1,287900,349000,0,0
9793,3800,111.2,10.1,1123,188,1058,0,2876,5264,1990,1,311300,373000,0,0
9794,3800,47,17.4,818,123,733,1,2990,5070,1994,2,226500,263000,0,0
9795,3800,34.7,17,590,146,533,1,2779,5286,2009,2,206100,257000,1,0
9796,3800,46.7,18.6,868,213,816,1,2800,5245,1995,2,288000,348000,0,0
9797,3800,49.4,13.3,657,161,560,1,2954,5090,2004,1,225200,264000,0,1
9798,3800,68.9,10.9,751,146,658,1,2963,5478,2001,2,230300,279000,0,0
9799,3800,67.8,11.5,780,214,710,1,2608,5488,2010,1,275400,344000,0,0
9800,3800,46,13.7,630,247,551,1,2683,5483,1999,2,272700,338000,0,0
9801,3520,30.6,14.4,441,94,359,0,2431,5360,1981,1,132600,191000,0,0
9802,3520,8,18.5,148,152,67,0,2364,5466,1977,1,123400,183000,0,0
9803,3520,41.8,13.7,573,95,522,1,2015,5314,1972,1,153000,205000,0,0
9804,3520,68.9,11.4,786,103,730,1,2460,5421,1974,1,189700,256000,0,0
9805,3520,24,17.9,430,159,354,1,2339,5080,1974,1,169900,226000,0,1
9806,3520,60.4,14.8,894,110,797,0,2482,5323,1975,1,210100,278000,0,0
9807,3520,55.8,12.8,714,116,614,1,2465,5282,1977,1,186700,250000,0,0
9808,3520,20.1,15.9,320,96,236,0,2337,5256,1984,1,115600,173000,1,0
9809,3520,12.6,14.5,182,103,126,0,2160,5147,1984,1,99100,146000,0,0
9810,3520,51.7,10.7,553,115,468,1,2077,5416,1975,1,162000,218000,0,0
9811,3520,31.4,19,597,136,532,1,2365,5244,1982,2,181200,244000,0,0
9812,3520,10.6,12.2,129,91,45,0,2072,5400,1981,1,84000,132000,0,0
9813,3520,36.3,18,654,89,578,0,2435,5404,1970,1,161500,225000,0,0
9814,3520,23,15.6,359,143,284,1,2072,5053,1973,2,149700,200000,0,0
9815,3520,89.7,10.6,951,98,857,1,2184,5392,1982,1,211500,277000,0,0
9816,3520,47.9,10.1,484,127,396,1,2130,5020,1985,2,158800,207000,0,0
9817,3520,28.8,19.6,565,138,488,1,2486,5227,1976,2,177600,238000,0,0
9818,3520,22.7,16.2,367,106,285,0,2024,5021,1975,1,128700,174000,0,0
9819,3520,13.7,17.9,246,92,152,1,2421,5171,1985,1,102100,156000,1,0
9820,3520,63.5,11.2,711,133,612,0,2049,5008,1978,2,196500,247000,0,0
9821,3525,26.4,19.6,518,146,432,1,2691,5641,1984,1,170300,212000,0,0
9822,3525,30,17.2,516,145,452,0,2627,5607,1993,1,169400,216000,0,0
9823,3525,30.5,16.7,509,114,452,1,2662,5835,1991,1,149800,181000,0,0
9824,3525,41.7,10.9,454,176,360,0,2774,5931,1983,1,178700,205000,0,1
9825,3525,32.1,11,353,147,287,1,2634,5890,2004,2,146200,180000,0,1
9826,3525,33.5,16.4,549,143,473,1,2900,5838,1999,1,173200,197000,0,0
9827,3525,38.7,18.1,701,133,618,1,2576,5977,1986,2,190000,225000,0,0
9828,3525,19.6,17.5,343,157,293,1,2574,5595,1996,1,150700,201000,0,0
9829,3525,27.8,13.7,381,138,329,0,2831,5746,1997,2,145000,176000,0,0
9830,3525,30.8,16.7,514,167,428,1,2885,5684,1987,2,182300,215000,0,0
9831,3525,45.6,13.5,615,104,532,0,2647,5783,1986,1,159700,196000,0,1
9832,3525,11.5,17.4,200,104,133,1,2547,5834,1988,1,97400,130000,0,0
9833,3525,42.5,16.7,709,141,632,0,2585,5650,2004,1,196000,246000,0,0
9834,3525,44.7,12.8,572,168,522,0,2438,5535,1983,2,191600,253000,0,0
9835,3525,35.3,13.9,490,121,411,0,2445,5559,1990,1,151100,205000,0,0
9836,3525,11.2,19.8,222,113,148,1,2626,5565,1992,1,106100,149000,0,0
9837,3525,45.1,14.8,667,198,605,1,2534,5538,1985,2,223900,285000,0,1
9838,3525,53,16.9,896,179,823,0,2734,5801,2002,2,246800,290000,0,1
9839,3525,31.4,17.3,543,200,483,1,2606,5728,1989,1,206500,253000,0,0
9840,3525,16.7,18,300,196,240,0,2659,5751,2001,2,167600,210000,0,0
9841,3528,11.4,12,137,88,51,1,2661,5228,2002,1,73400,118000,1,0
9842,3528,9.5,14.7,139,96,56,1,2337,5826,1998,1,78500,122000,1,0
9843,3528,9.8,12.3,121,88,34,1,2767,5519,1998,1,71000,113000,1,0
9844,3528,6.4,18.2,117,103,62,1,2691,5629,2001,1,79400,122000,1,0
9845,3528,10.6,11.7,124,82,63,1,2377,5689,1997,1,67800,114000,1,0
9846,3528,9.1,16,145,105,59,1,2303,5631,1995,1,84800,133000,0,0
9847,3528,7.3,18.1,132,109,79,1,2656,5697,1998,1,85200,128000,0,0
9848,3528,9.3,15.2,142,110,61,1,2705,5554,1997,1,87300,133000,0,0
9849,3528,6.7,17.1,114,112,51,1,2768,5751,1998,1,84300,123000,0,0
9850,3528,8.5,14.3,122,80,48,1,2779,5956,1998,1,66300,97000,1,0
9851,3528,13.2,10.6,140,107,58,1,2589,5713,1998,1,85200,129000,0,0
9852,3528,8.5,15.5,131,104,66,1,2305,5883,1997,1,82100,124000,0,0
9853,3528,10.7,12.3,132,90,75,1,2474,5791,2001,1,73800,117000,1,0
9854,3528,11.5,10.2,117,108,42,1,2481,5935,1997,1,82400,123000,0,0
9855,3528,14,10.7,150,95,90,1,2302,5832,1999,1,79500,122000,1,0
9856,3528,11.9,11.1,132,103,64,1,2430,5567,1997,1,81600,133000,0,0
9857,3528,5.7,19.9,114,92,48,1,2310,5990,2003,1,72300,110000,1,0
9858,3528,10.2,12.3,126,116,66,1,2724,5526,2003,1,88500,134000,1,0
9859,3528,11.2,12.5,140,102,62,1,2357,5731,2001,1,82200,129000,1,0
9860,3528,6.6,18.6,123,105,51,1,2396,5503,2003,1,81500,135000,1,0
9861,3800,27.4,19.3,528,159,465,1,2788,5148,1995,1,204600,250000,0,0
9862,3800,65.2,13.2,860,125,766,1,2704,5282,2008,2,234000,292000,1,0
9863,3800,63.6,18.5,1176,246,1112,1,2754,5298,1998,2,354000,428000,0,1
9864,3800,39.3,18.6,731,233,668,2,2677,5089,2006,1,279500,337000,0,1
9865,3800,55.7,11.9,663,179,577,1,2671,5198,2008,1,236900,293000,0,0
9866,3800,46,13.9,639,225,550,0,2815,5036,2005,2,260900,308000,0,0
9867,3800,35.1,15,527,146,444,0,2650,5081,1997,2,196700,243000,0,1
9868,3800,37.7,17.5,659,157,566,0,2773,5498,2007,1,223100,277000,1,0
9869,3800,55.7,15.8,880,242,789,1,2799,5096,2009,1,307200,364000,0,1
9870,3800,45.1,16.9,762,202,677,2,2704,5047,1990,2,265500,319000,0,1
9871,3800,46.8,15.8,740,135,679,0,2702,5130,1997,1,222000,272000,0,0
9872,3800,39.1,19.6,767,123,669,2,2896,5485,1994,1,218900,268000,0,0
9873,3800,48.7,13.2,643,138,583,1,2918,5462,1996,2,209300,257000,0,0
9874,3800,83.4,10.3,859,206,802,1,2851,5257,2006,2,282500,341000,0,0
9875,3800,47.6,12.5,595,245,513,2,2903,5474,2009,1,266300,323000,0,0
9876,3800,81.9,11.2,917,229,838,2,2769,5206,2001,1,305000,368000,0,1
9877,3800,60.4,11.4,688,198,608,0,2669,5451,2006,2,252000,317000,0,0
9878,3800,47.4,15.5,734,186,651,1,2799,5005,2009,1,251700,297000,0,1
9879,3800,46.7,18.8,878,154,808,2,2865,5067,2010,2,254100,300000,1,1
9880,3800,90.7,12.3,1115,133,1057,1,2741,5475,2003,1,277100,341000,1,0
9881,3520,67,12.6,844,123,792,0,2333,5248,1973,2,210400,276000,0,0
9882,3520,47.6,18.7,891,139,819,0,2370,5016,1980,2,227100,291000,0,0
9883,3520,36.6,17.1,626,95,542,0,2280,5296,1971,1,160900,220000,0,0
9884,3520,24.6,13.9,342,151,260,0,2036,5375,1978,2,151900,209000,0,0
9885,3520,19.4,19.8,384,139,328,1,2035,5101,1975,1,151000,202000,0,0
9886,3520,63.1,13.7,864,116,789,1,2312,5271,1981,1,209200,275000,0,1
9887,3520,46.2,10.2,471,114,400,1,2366,5447,1984,1,149100,210000,0,0
9888,3520,19.1,17.6,336,145,278,1,2466,5260,1972,1,147400,209000,0,0
9889,3520,49.3,14.2,700,129,647,0,2051,5225,1976,2,192400,248000,0,0
9890,3520,91.6,10.6,971,153,885,1,2133,5114,1975,1,247500,310000,0,0
9891,3520,32.2,18.6,599,107,538,0,2110,5122,1982,1,164100,215000,0,0
9892,3520,77.3,12.1,935,112,839,0,2013,5080,1982,1,217500,272000,0,0
9893,3520,18.9,13.1,247,101,177,0,2190,5180,1977,1,107700,158000,0,0
9894,3520,34.8,14.1,490,95,390,1,2159,5242,1975,1,140500,192000,0,0
9895,3520,71.8,12.9,926,127,839,0,2127,5108,1978,1,225100,284000,0,0
9896,3520,24.2,12,290,156,214,1,2022,5217,1973,1,147100,200000,0,1
9897,3520,60.6,15.9,963,113,878,1,2366,5233,1977,1,222300,290000,0,1
9898,3520,47.3,17.7,837,122,760,1,2289,5412,1985,1,208800,277000,0,0
9899,3520,9,12.3,111,136,29,1,2489,5411,1978,2,108300,165000,0,0
9900,3520,44.3,18.3,810,130,745,0,2060,5384,1973,2,209500,272000,0,0
9901,3525,67.4,10.7,721,130,630,1,2463,5775,1994,1,191200,240000,0,1
9902,3525,15.2,12.9,196,154,108,0,2411,5795,2003,1,126800,171000,0,0
9903,3525,47.9,16,766,164,682,1,2615,5916,1993,1,218300,258000,0,1
9904,3525,38.4,13.1,503,105,406,1,2915,5914,1990,1,143500,159000,0,0
9905,3525,57.6,10.1,582,165,513,1,2926,5933,2003,2,191300,212000,0,0
9906,3525,22.1,15.9,352,173,290,0,2918,5679,1993,2,161600,194000,0,0
9907,3525,27.2,19.5,530,157,445,1,2466,5868,1995,2,178700,222000,0,1
9908,3525,15.6,10.2,159,93,104,1,2820,5721,2004,1,84700,108000,1,0
9909,3525,17,16.1,274,120,203,0,2776,5952,1980,2,118100,139000,0,0
9910,3525,42.6,12.1,515,101,422,0,2864,5994,1983,1,142900,157000,0,0
9911,3525,36.2,11.9,431,147,377,1,2911,5966,2004,1,157900,174000,0,0
9912,3525,43.2,19,821,134,766,1,2797,5746,1988,2,208600,246000,0,0
9913,3525,17.1,14.7,252,154,171,0,2976,5933,1982,1,135200,150000,0,0
9914,3525,24.4,17.9,436,169,337,1,2637,5763,1987,1,171800,211000,0,0
9915,3525,31.5,17.4,548,172,471,0,2553,5665,1990,2,190400,240000,0,1
9916,3525,44,16.8,740,115,663,0,2777,5805,1988,1,185000,218000,0,0
9917,3525,22,19.5,429,129,344,0,2676,5530,1984,1,146800,191000,0,0
9918,3525,63.1,12.2,770,124,676,1,2598,5648,1999,2,194900,244000,1,0
9919,3525,18.2,13.7,249,146,163,0,2754,5564,1995,2,130000,170000,0,0
9920,3525,33.2,17.7,588,137,516,0,2501,5996,1995,1,175400,211000,0,0
9921,3528,11,13.5,148,115,48,1,2632,5151,2001,1,91200,137000,1,0
9922,3528,10.8,13.5,146,98,50,1,2308,5922,2001,1,80700,121000,1,0
9923,3528,11.8,12,142,100,67,1,2775,5502,2000,1,81300,126000,1,0
9924,3528,7,19.9,139,102,53,1,2443,5853,2005,1,82100,126000,1,0
9925,3528,10.9,11.6,126,107,36,1,2548,5783,2000,1,83100,126000,1,0
9926,3528,8.5,16.6,141,84,45,1,2758,5870,2005,1,71600,106000,1,0
9927,3528,8.6,15.9,137,105,80,1,2710,5781,1997,1,83600,123000,0,0
9928,3528,8.1,14.9,120,102,54,1,2607,5714,1999,1,79200,122000,1,0
9929,3528,10.8,11.9,128,107,58,1,2480,5885,2002,1,83400,126000,1,0
9930,3528,6.5,19.4,127,105,43,1,2612,5637,1999,1,82100,127000,1,0
9931,3528,8.1,14.5,118,83,51,1,2736,5920,2004,1,67500,100000,1,0
9932,3528,12.4,11.9,147,106,93,1,2738,5905,2003,1,85700,121000,1,0
9933,3528,7.3,17.8,130,115,79,1,2502,5759,2004,1,88500,134000,1,0
9934,3528,8.2,17.4,143,94,71,1,2665,5621,2002,1,77900,121000,1,0
9935,3528,8.7,17.2,149,115,89,1,2692,5537,1997,1,91400,138000,0,0
9936,3528,8.7,13.3,116,92,66,1,2717,5609,1995,1,72600,114000,1,0
9937,3528,8.1,14.4,116,88,34,1,2590,5884,2004,1,70200,108000,1,0
9938,3528,6.8,18.4,125,111,50,1,2496,5861,2001,1,85400,128000,1,0
9939,3528,9.1,15.8,144,114,67,1,2437,5509,1999,1,90000,144000,1,0
9940,3528,7.6,15.9,121,94,70,1,2526,5900,2002,1,74600,114000,1,0
9941,3800,75.9,15.2,1154,185,1089,1,2991,5020,2009,2,314100,362000,0,0
9942,3800,39.7,20,794,194,741,2,2724,5413,2007,1,265500,331000,0,0
9943,3800,54,11.9,643,195,556,0,2625,5077,1990,2,243500,298000,0,0
9944,3800,69,10,690,177,630,1,2682,5007,1998,1,239700,288000,0,0
9945,3800,45.1,18.3,826,197,751,1,2673,5147,1990,1,272100,331000,0,1
9946,3800,66.1,11.5,760,131,689,1,2951,5344,2010,1,222600,271000,1,1
9947,3800,73.1,10.2,746,149,652,1,2965,5497,2004,2,231300,279000,0,0
9948,3800,86.5,13.8,1194,135,1143,1,2636,5399,2006,2,290100,364000,1,0
9949,3800,92.7,12.4,1149,210,1062,1,2763,5119,1995,1,328400,391000,0,0
9950,3800,50.8,15.5,788,201,708,0,2909,5437,2008,1,268800,327000,0,1
9951,3800,53.9,11.8,636,155,556,1,2932,5271,1993,2,218400,265000,0,1
9952,3800,32.2,16.1,518,213,422,1,2944,5348,2004,1,235500,287000,0,0
9953,3800,94.5,11.9,1124,239,1028,1,2873,5050,1993,1,342000,400000,0,1
9954,3800,64.2,12.2,783,199,731,0,2849,5102,1994,2,266900,317000,0,0
9955,3800,68.2,16.3,1112,184,1050,1,2992,5379,1996,1,307200,368000,0,0
9956,3800,29,17.8,517,239,418,2,2806,5359,2001,1,251000,310000,0,1
9957,3800,48.3,16.8,812,199,736,1,2914,5378,1993,1,271200,330000,0,0
9958,3800,63.1,11.5,726,241,640,1,2741,5494,1993,1,283500,348000,0,0
9959,3800,84.7,11.6,982,195,931,0,2816,5303,1992,2,294300,357000,0,0
9960,3800,57.2,17.2,984,187,905,1,2857,5486,1996,2,289800,351000,0,1
9961,3520,60.3,15.7,946,114,865,0,2288,5390,1983,1,220300,290000,0,0
9962,3520,41.8,13.1,547,148,453,1,2291,5428,1974,1,180900,245000,0,0
9963,3520,64.2,12.7,815,157,719,1,2041,5371,1982,2,226500,291000,0,0
9964,3520,64.4,14,901,137,850,0,2350,5344,1975,2,227400,299000,0,1
9965,3520,22.3,16.9,377,138,302,0,2355,5461,1976,1,149400,214000,0,1
9966,3520,24.4,16.4,400,108,326,0,2193,5253,1984,1,134800,187000,0,0
9967,3520,51.3,14,718,91,624,1,2455,5391,1970,1,172300,237000,0,0
9968,3520,55.1,11.3,623,113,545,1,2299,5286,1977,1,171300,232000,0,0
9969,3520,21.2,14.4,305,118,214,0,2215,5080,1976,1,126600,178000,0,0
9970,3520,26.1,10.8,282,153,215,1,2100,5005,1975,2,144100,193000,0,0
9971,3520,21.1,18.3,386,122,336,1,2061,5093,1972,2,141100,191000,0,0
9972,3520,16,13.3,213,122,146,0,2495,5170,1980,1,115200,168000,0,0
9973,3520,39.1,10,391,158,291,1,2326,5290,1984,2,163500,228000,0,1
9974,3520,28.3,14.6,413,158,313,1,2401,5275,1971,2,166800,229000,0,0
